"","Player.ID","Last.Name","First.Name","Bats","Pitches","Team","V7"
"1","asseb101","Asselstine","Brian","L","R","ATL","OF"
"2","bealb101","Beall","Bob","B","L","ATL","1B"
"3","bellr102","Belloir","Rob","R","R","ATL","3B"
"4","beneb001","Benedict","Bruce","R","R","ATL","C"
"5","boggt001","Boggs","Tommy","R","R","ATL","P"
"6","bonnb001","Bonnell","Barry","R","R","ATL","OF"
"7","boutj101","Bouton","Jim","R","R","ATL","P"
"8","burrj001","Burroughs","Jeff","R","R","ATL","OF"
"9","campd102","Campbell","Dave","R","R","ATL","P"
"10","campr001","Camp","Rick","R","R","ATL","P"
"11","chand101","Chaney","Darrel","B","R","ATL","SS"
"12","davem101","Davey","Mike","R","L","ATL","P"
"13","devia101","Devine","Adrian","R","R","ATL","P"
"14","eastj001","Easterly","Jamie","L","L","ATL","P"
"15","garbg001","Garber","Gene","R","R","ATL","P"
"16","gastc101","Gaston","Cito","R","R","ATL","OF"
"17","gilbr101","Gilbreath","Rod","R","R","ATL","3B"
"18","hannp101","Hanna","Preston","R","R","ATL","P"
"19","hornb001","Horner","Bob","R","R","ATL","3B"
"20","hubbg001","Hubbard","Glenn","R","R","ATL","2B"
"21","lacof001","LaCorte","Frank","R","R","ATL","P"
"22","leonm101","Leon","Max","R","R","ATL","P"
"23","maddj101","Maddox","Jerry","R","R","ATL","3B"
"24","mahlm001","Mahler","Mickey","B","L","ATL","P"
"25","mattg001","Matthews","Gary","R","R","ATL","OF"
"26","mcwil001","McWilliams","Larry","L","L","ATL","P"
"27","mille001","Miller","Eddie","B","R","ATL","OF"
"28","murpd001","Murphy","Dale","R","R","ATL","1B"
"29","niekp001","Niekro","Phil","R","R","ATL","P"
"30","nolaj001","Nolan","Joe","L","R","ATL","C"
"31","offir101","Office","Rowland","L","L","ATL","OF"
"32","pacit001","Paciorek","Tom","R","R","ATL","1B"
"33","pocob001","Pocoroba","Biff","B","R","ATL","C"
"34","rockp101","Rockett","Pat","R","R","ATL","SS"
"35","roysj001","Royster","Jerry","R","R","ATL","2B"
"36","ruizc101","Ruiz","Chico","R","R","ATL","2B"
"37","ruthd001","Ruthven","Dick","R","R","ATL","P"
"38","skokc101","Skok","Craig","R","L","ATL","P"
"39","smalh101","Small","Hank","R","R","ATL","1B"
"40","soloe101","Solomon","Eddie","R","R","ATL","P"
"41","theid101","Theiss","Duane","R","R","ATL","P"
"42","whisl101","Whisenton","Larry","L","L","ATL","OF"
"43","andem101","Anderson","Mike","R","R","BAL","OF"
"44","belam101","Belanger","Mark","R","R","BAL","SS"
"45","briln101","Briles","Nelson","R","R","BAL","P"
"46","bumba001","Bumbry","Al","L","R","BAL","OF"
"47","crowt101","Crowley","Terry","L","L","BAL","DH"
"48","dauer001","Dauer","Rich","R","R","BAL","2B"
