"","Player.ID","Last.Name","First.Name","Bats","Pitches","Team","V7"
"1","alvaj002","Alvarez","Juan","L","L","ANA","P"
"2","andeg001","Anderson","Garret","L","L","ANA","OF"
"3","belct001","Belcher","Tim","R","R","ANA","P"
"4","colam001","Colangelo","Mike","R","R","ANA","OF"
"5","coopb001","Cooper","Brian","R","R","ANA","P"
"6","davaj001","DaVanon","Jeff","B","R","ANA","OF"
"7","decks001","Decker","Steve","R","R","ANA","C"
"8","disag001","Disarcina","Gary","R","R","ANA","SS"
"9","durrt001","Durrington","Trent","R","R","ANA","2B"
"10","edmoj001","Edmonds","Jim","L","L","ANA","OF"
"11","erstd001","Erstad","Darin","L","L","ANA","1B"
"12","finlc001","Finley","Chuck","L","L","ANA","P"
"13","fyhrm001","Fyhrie","Mike","R","R","ANA","P"
"14","glaut001","Glaus","Troy","R","R","ANA","3B"
"15","greet003","Greene","Todd","R","R","ANA","DH"
"16","hases001","Hasegawa","Shigetoshi","R","R","ANA","P"
"17","hempb001","Hemphill","Bret","B","R","ANA","C"
"18","hillk001","Hill","Ken","R","R","ANA","P"
"19","holtm001","Holtz","Mike","L","L","ANA","P"
"20","husoj001","Huson","Jeff","L","R","ANA","2B"
"21","levia001","Levine","Al","L","R","ANA","P"
"22","lukem001","Luke","Matt","L","L","ANA","OF"
"23","magnm001","Magnante","Mike","L","L","ANA","P"
"24","mcdoj001","McDowell","Jack","R","R","ANA","P"
"25","mints001","Mintz","Steve","L","R","ANA","P"
"26","molib001","Molina","Bengie","R","R","ANA","C"
"27","obric001","O'Brien","Charlie","R","R","ANA","C"
"28","olivo001","Olivares","Omar","R","R","ANA","P"
"29","ortir002","Ortiz","Ramon","R","R","ANA","P"
"30","palmo001","Palmeiro","Orlando","L","L","ANA","OF"
"31","perct001","Percival","Troy","R","R","ANA","P"
"32","petkm001","Petkovsek","Mark","R","R","ANA","P"
"33","potel001","Pote","Lou","R","R","ANA","P"
"34","pritc001","Pritchett","Chris","L","R","ANA","1B"
"35","salmt001","Salmon","Tim","R","R","ANA","OF"
"36","schos001","Schoeneweis","Scott","L","L","ANA","P"
"37","sheea001","Sheets","Andy","R","R","ANA","SS"
"38","silvd001","Silvestri","Dave","R","R","ANA","2B"
"39","spars001","Sparks","Steve","R","R","ANA","P"
"40","unrot001","Unroe","Tim","R","R","ANA","OF"
"41","vaugm001","Vaughn","Mo","L","R","ANA","1B"
"42","velar001","Velarde","Randy","R","R","ANA","2B"
"43","walbm001","Walbeck","Matt","B","R","ANA","C"
"44","washj001","Washburn","Jarrod","L","L","ANA","P"
"45","willr002","Williams","Reggie","B","R","ANA","OF"
"46","andeb002","Anderson","Brian","L","L","ARI","P"
"47","barar001","Barajas","Rod","R","R","ARI","C"
"48","batit001","Batista","Tony","R","R","ARI","SS"
"49","bellj001","Bell","Jay","R","R","ARI","2B"
"50","benea001","Benes","Andy","R","R","ARI","P"
"51","carld001","Carlson","Dan","R","R","ARI","P"
"52","choub001","Chouinard","Bobby","R","R","ARI","P"
"53","colbg001","Colbrunn","Greg","R","R","ARI","1B"
"54","daalo001","Daal","Omar","L","L","ARI","P"
"55","delld001","Dellucci","David","L","L","ARI","OF"
"56","diaze004","Diaz","Edwin","R","R","ARI","2B"
"57","durae001","Durazo","Erubiel","L","L","ARI","1B"
"58","finls001","Finley","Steve","L","L","ARI","OF"
"59","fox-a001","Fox","Andy","L","R","ARI","SS"
"60","frasj001","Frascatore","John","R","R","ARI","P"
"61","friah001","Frias","Hanley","B","R","ARI","SS"
"62","gilkb001","Gilkey","Bernard","R","R","ARI","OF"
"63","gonzl001","Gonzalez","Luis","L","R","ARI","OF"
"64","harrl001","Harris","Lenny","L","R","ARI","3B"
"65","holmd001","Holmes","Darren","R","R","ARI","P"
"66","johnr005","Johnson","Randy","R","L","ARI","P"
"67","kim-b001","Kim","Byung-Hyun","R","R","ARI","P"
"68","klasd001","Klassen","Danny","R","R","ARI","PH"
"69","lee-t002","Lee","Travis","L","L","ARI","1B"
"70","mantm001","Mantei","Matt","R","R","ARI","P"
"71","milld002","Miller","Damian","R","R","ARI","C"
"72","nunev001","Nunez","Vladimir","R","R","ARI","P"
"73","olsog001","Olson","Gregg","R","R","ARI","P"
"74","padiv001","Padilla","Vicente","R","R","ARI","P"
"75","plesd001","Plesac","Dan","L","L","ARI","P"
"76","powed002","Powell","Dante","R","R","ARI","OF"
"77","reyna001","Reynoso","Armando","R","R","ARI","P"
"78","ryanr001","Ryan","Rob","L","L","ARI","OF"
"79","sabee001","Sabel","Erik","R","R","ARI","P"
"80","stink001","Stinnett","Kelly","R","R","ARI","C"
"81","stott001","Stottlemyre","Todd","L","R","ARI","P"
"82","swing001","Swindell","Greg","R","L","ARI","P"
"83","telea001","Telemaco","Amaury","R","R","ARI","P"
"84","vosbe001","Vosberg","Ed","L","L","ARI","P"
"85","wardt001","Ward","Turner","B","R","ARI","OF"
"86","willm003","Williams","Matt","R","R","ARI","3B"
"87","womat001","Womack","Tony","L","R","ARI","OF"
"88","youne002","Young","Ernie","R","R","ARI","OF"
"89","batth001","Battle","Howard","R","R","ATL","3B"
"90","bergs001","Bergman","Sean","R","R","ATL","P"
"91","boonb002","Boone","Bret","R","R","ATL","2B"
"92","bowim001","Bowie","Micah","L","L","ATL","P"
"93","cathm001","Cather","Mike","R","R","ATL","P"
"94","chenb001","Chen","Bruce","L","L","ATL","P"
"95","cortd001","Cortes","David","R","R","ATL","P"
"96","derom001","DeRosa","Mark","R","R","ATL","SS"
"97","eberd001","Ebert","Derrin","R","L","ATL","P"
"98","fabrj001","Fabregas","Jorge","L","R","ATL","C"
"99","garcf001","Garcia","Freddy","R","R","ATL","OF"
"100","glavt001","Glavine","Tom","L","L","ATL","P"
"101","guilo001","Guillen","Ozzie","L","R","ATL","SS"
"102","hernj001","Hernandez","Jose","R","R","ATL","SS"
"103","hudej001","Hudek","John","B","R","ATL","P"
"104","huntb001","Hunter","Brian","R","L","ATL","1B"
"105","jonea002","Jones","Andruw","R","R","ATL","OF"
"106","jonec004","Jones","Chipper","B","R","ATL","3B"
"107","jordb001","Jordan","Brian","R","R","ATL","OF"
"108","klesr001","Klesko","Ryan","L","L","ATL","1B"
"109","lockk001","Lockhart","Keith","L","R","ATL","2B"
"110","lombg001","Lombard","George","L","R","ATL","OF"
"111","lopej001","Lopez","Javy","R","R","ATL","C"
"112","maddg002","Maddux","Greg","R","R","ATL","P"
"113","matop001","Matos","Pascual","R","R","ATL","C"
"114","mcglk001","McGlinchy","Kevin","R","R","ATL","P"
"115","millk004","Millwood","Kevin","R","R","ATL","P"
"116","mulht001","Mulholland","Terry","R","L","ATL","P"
"117","myerg001","Myers","Greg","L","R","ATL","C"
"118","nixoo001","Nixon","Otis","B","R","ATL","OF"
"119","peree002","Perez","Eddie","R","R","ATL","C"
"120","pereo001","Perez","Odalis","L","L","ATL","P"
"121","remlm001","Remlinger","Mike","L","L","ATL","P"
"122","rockj001","Rocker","John","R","L","ATL","P"
"123","seanr001","Seanez","Rudy","R","R","ATL","P"
"124","simor001","Simon","Randall","L","L","ATL","1B"
"125","smolj001","Smoltz","John","R","R","ATL","P"
"126","speij001","Speier","Justin","R","R","ATL","P"
"127","sprir001","Springer","Russ","R","R","ATL","P"
