"","Player.ID","Last.Name","First.Name","Bats","Pitches","Team","V7"
"1","avers001","Avery","Steve","L","L","ATL","P"
"2","bedrs001","Bedrosian","Steve","R","R","ATL","P"
"3","bellr001","Belliard","Rafael","R","R","ATL","SS"
"4","berrd002","Berryhill","Damon","B","R","ATL","C"
"5","blauj001","Blauser","Jeff","R","R","ATL","SS"
"6","borbp001","Borbon","Pedro","R","L","ATL","P"
"7","breas001","Bream","Sid","L","L","ATL","1B"
"8","cabrf001","Cabrera","Francisco","R","R","ATL","1B"
"9","carar001","Caraballo","Ramon","B","R","ATL","2B"
"10","freem001","Freeman","Marvin","R","R","ATL","P"
"11","gantr001","Gant","Ron","R","R","ATL","OF"
"12","glavt001","Glavine","Tom","L","L","ATL","P"
"13","howej001","Howell","Jay","R","R","ATL","P"
"14","huntb001","Hunter","Brian","R","L","ATL","1B"
"15","jonec004","Jones","Chipper","B","R","ATL","SS"
"16","justd001","Justice","David","L","L","ATL","OF"
"17","klesr001","Klesko","Ryan","L","L","ATL","1B"
"18","lemkm001","Lemke","Mark","B","R","ATL","2B"
"19","lopej001","Lopez","Javy","R","R","ATL","C"
"20","maddg002","Maddux","Greg","R","R","ATL","P"
"21","mcgrf001","McGriff","Fred","L","L","ATL","1B"
"22","mcmig001","McMichael","Greg","R","R","ATL","P"
"23","merck001","Mercker","Kent","L","L","ATL","P"
"24","nixoo001","Nixon","Otis","B","R","ATL","OF"
"25","olsog002","Olson","Greg","R","R","ATL","C"
"26","pecob001","Pecota","Bill","R","R","ATL","3B"
"27","pendt001","Pendleton","Terry","B","R","ATL","3B"
"28","sandd001","Sanders","Deion","L","L","ATL","OF"
"29","smitp001","Smith","Pete","R","R","ATL","P"
"30","smolj001","Smoltz","John","R","R","ATL","P"
"31","stanm003","Stanton","Mike","L","L","ATL","P"
"32","tarat001","Tarasco","Tony","L","R","ATL","OF"
"33","wohlm001","Wohlers","Mark","R","R","ATL","P"
"34","alexm001","Alexander","Manny","R","R","BAL","DH"
"35","andeb001","Anderson","Brady","L","L","BAL","OF"
"36","bainh001","Baines","Harold","L","L","BAL","DH"
"37","bufod001","Buford","Damon","R","R","BAL","OF"
"38","carep001","Carey","Paul","L","R","BAL","1B"
"39","cookm001","Cook","Mike","R","R","BAL","P"
"40","davig001","Davis","Glenn","R","R","BAL","1B"
"41","devem001","Devereaux","Mike","R","R","BAL","OF"
"42","froht001","Frohwirth","Todd","R","R","BAL","P"
"43","gomel001","Gomez","Leo","R","R","BAL","3B"
"44","hammj001","Hammonds","Jeffrey","R","R","BAL","OF"
"45","hoilc001","Hoiles","Chris","R","R","BAL","C"
"46","hulet001","Hulett","Tim","R","R","BAL","3B"
"47","leonm001","Leonard","Mark","L","R","BAL","OF"
"48","martc003","Martinez","Chito","L","L","BAL","OF"
"49","mcdob001","McDonald","Ben","R","R","BAL","P"
"50","mcgek001","McGehee","Kevin","R","R","BAL","P"
"51","mclem001","McLemore","Mark","B","R","BAL","OF"
"52","mercl001","Mercedes","Luis","R","R","BAL","OF"
"53","milla001","Mills","Alan","R","R","BAL","P"
