"","Player.ID","Last.Name","First.Name","Bats","Pitches","Team","V7"
"1","aaroh101","Aaron","Hank","R","R","ATL","OF"
"2","akerj102","Aker","Jack","R","R","ATL","P"
"3","baked002","Baker","Dusty","R","R","ATL","OF"
"4","bearm101","Beard","Mike","L","L","ATL","P"
"5","blanl101","Blanks","Larvell","R","R","ATL","SS"
"6","caprb101","Capra","Buzz","R","R","ATL","P"
"7","casap101","Casanova","Paul","R","R","ATL","C"
"8","corrv101","Correll","Vic","R","R","ATL","C"
"9","eastj001","Easterly","Jamie","L","L","ATL","P"
"10","evand001","Evans","Darrell","L","R","ATL","3B"
"11","fostl101","Foster","Leo","R","R","ATL","SS"
"12","frisd101","Frisella","Danny","L","R","ATL","P"
"13","fullj101","Fuller","John","L","L","ATL","OF"
"14","garrr101","Garr","Ralph","L","R","ATL","OF"
"15","gentg101","Gentry","Gary","R","R","ATL","P"
"16","gilbr101","Gilbreath","Rod","R","R","ATL","2B"
"17","harrr102","Harrison","Roric","R","R","ATL","P"
"18","houst101","House","Tom","L","L","ATL","P"
"19","jacks102","Jackson","Sonny","L","R","ATL","OF"
"20","johnd105","Johnson","Davey","R","R","ATL","1B"
"21","kraul102","Krausse","Lew","R","R","ATL","P"
"22","leonm101","Leon","Max","R","R","ATL","P"
"23","lum-m101","Lum","Mike","L","L","ATL","1B"
"24","milln101","Miller","Norm","L","R","ATL","OF"
"25","mortc102","Morton","Carl","R","R","ATL","P"
"26","murri101","Murrell","Ivan","R","R","ATL","OF"
"27","niekj001","Niekro","Joe","R","R","ATL","P"
"28","niekp001","Niekro","Phil","R","R","ATL","P"
"29","oatej101","Oates","Johnny","L","R","ATL","C"
"30","offir101","Office","Rowland","L","L","ATL","OF"
"31","perem101","Perez","Marty","R","R","ATL","2B"
"32","pierj101","Pierce","Jack","L","R","ATL","1B"
"33","reedr001","Reed","Ron","R","R","ATL","P"
"34","robic101","Robinson","Craig","R","R","ATL","SS"
"35","tepef101","Tepedino","Frank","L","L","ATL","1B"
"36","thomm102","Thompson","Mike","R","R","ATL","P"
"37","alexd001","Alexander","Doyle","R","R","BAL","P"
"38","bakef101","Baker","Frank","L","R","BAL","SS"
"39","bayld001","Baylor","Don","R","R","BAL","OF"
"40","belam101","Belanger","Mark","R","R","BAL","SS"
"41","blaip101","Blair","Paul","R","R","BAL","OF"
"42","bumba001","Bumbry","Al","L","R","BAL","OF"
"43","cabee001","Cabell","Enos","R","R","BAL","1B"
"44","coggr101","Coggins","Rich","L","L","BAL","OF"
"45","cuelm101","Cuellar","Mike","L","L","BAL","P"
"46","davit103","Davis","Tommy","R","R","BAL","DH"
"47","decid001","DeCinces","Doug","R","R","BAL","3B"
"48","etcha101","Etchebarren","Andy","R","R","BAL","C"
"49","fullj102","Fuller","Jim","R","R","BAL","OF"
"50","garlw101","Garland","Wayne","R","R","BAL","P"
"51","gricb001","Grich","Bobby","R","R","BAL","2B"
"52","grimr101","Grimsley","Ross","L","L","BAL","P"
"53","hende103","Hendricks","Elrod","L","R","BAL","C"
"54","hoodd101","Hood","Don","L","L","BAL","P"
"55","jackg101","Jackson","Grant","B","L","BAL","P"
"56","jeffj101","Jefferson","Jesse","R","R","BAL","P"
"57","johnd104","Johnson","Dave","R","R","BAL","P"
"58","mcnad102","McNally","Dave","R","L","BAL","P"
"59","mottc101","Motton","Curt","R","R","BAL","OF"
"60","nordt101","Nordbrook","Tim","R","R","BAL","SS"
"61","nortj101","Northrup","Jim","L","R","BAL","OF"
"62","olivb101","Oliver","Bob","R","R","BAL","1B"
"63","palmj001","Palmer","Jim","R","R","BAL","P"
"64","poweb101","Powell","Boog","L","R","BAL","1B"
"65","reinm101","Reinbach","Mike","L","R","BAL","DH"
"66","reynb102","Reynolds","Bob","R","R","BAL","P"
"67","robib104","Robinson","Brooks","R","R","BAL","3B"
"68","wille101","Williams","Earl","R","R","BAL","C"
"69","barrs103","Barr","Steve","L","L","BOS","P"
"70","benij001","Beniquez","Juan","R","R","BOS","OF"
"71","blact101","Blackwell","Tim","B","R","BOS","C"
"72","burlr001","Burleson","Rick","R","R","BOS","SS"
"73","carbb101","Carbo","Bernie","L","R","BOS","OF"
"74","cated101","Cater","Danny","R","R","BOS","1B"
"75","cleml101","Clemons","Lance","L","L","BOS","P"
"76","clevr101","Cleveland","Reggie","R","R","BOS","P"
"77","coopc001","Cooper","Cecil","L","L","BOS","1B"
"78","didib101","Didier","Bob","B","R","BOS","C"
