"","Player.ID","Last.Name","First.Name","Bats","Pitches","Team","V7"
"1","asseb101","Asselstine","Brian","L","R","ATL","OF"
"2","bearm101","Beard","Mike","L","L","ATL","P"
"3","bellr102","Belloir","Rob","R","R","ATL","SS"
"4","bonnb001","Bonnell","Barry","R","R","ATL","OF"
"5","bradl101","Bradford","Larry","R","L","ATL","P"
"6","burrj001","Burroughs","Jeff","R","R","ATL","OF"
"7","campd102","Campbell","Dave","R","R","ATL","P"
"8","campr001","Camp","Rick","R","R","ATL","P"
"9","caprb101","Capra","Buzz","R","R","ATL","P"
"10","chand101","Chaney","Darrel","B","R","ATL","SS"
"11","colld101","Collins","Don","R","L","ATL","P"
"12","corrv101","Correll","Vic","R","R","ATL","C"
"13","davem101","Davey","Mike","R","L","ATL","P"
"14","eastj001","Easterly","Jamie","L","L","ATL","P"
"15","gastc101","Gaston","Cito","R","R","ATL","OF"
"16","gilbr101","Gilbreath","Rod","R","R","ATL","2B"
"17","hannp101","Hanna","Preston","R","R","ATL","P"
"18","hargs101","Hargan","Steve","R","R","ATL","P"
"19","johnb103","Johnson","Bob","L","R","ATL","P"
"20","klins101","Kline","Steve","R","R","ATL","P"
"21","lacof001","LaCorte","Frank","R","R","ATL","P"
"22","leonm101","Leon","Max","R","R","ATL","P"
"23","mahlm001","Mahler","Mickey","B","L","ATL","P"
"24","marsm101","Marshall","Mike","R","R","ATL","P"
"25","mattg001","Matthews","Gary","R","R","ATL","OF"
"26","mclaj001","McLaughlin","Joey","R","R","ATL","P"
"27","messa101","Messersmith","Andy","R","R","ATL","P"
"28","montw101","Montanez","Willie","L","L","ATL","1B"
"29","moorj101","Moore","Junior","R","R","ATL","3B"
"30","murpd001","Murphy","Dale","R","R","ATL","C"
"31","niekp001","Niekro","Phil","R","R","ATL","P"
"32","nolaj001","Nolan","Joe","L","R","ATL","C"
"33","offir101","Office","Rowland","L","L","ATL","OF"
"34","pacit001","Paciorek","Tom","R","R","ATL","1B"
"35","pocob001","Pocoroba","Biff","B","R","ATL","C"
"36","robic101","Robinson","Craig","R","R","ATL","SS"
"37","rockp101","Rockett","Pat","R","R","ATL","SS"
"38","roysj001","Royster","Jerry","R","R","ATL","3B"
"39","ruthd001","Ruthven","Dick","R","R","ATL","P"
"40","soloe101","Solomon","Eddie","R","R","ATL","P"
"41","theid101","Theiss","Duane","R","R","ATL","P"
"42","whisl101","Whisenton","Larry","L","L","ATL","PH"
"43","belam101","Belanger","Mark","R","R","BAL","SS"
"44","briln101","Briles","Nelson","R","R","BAL","P"
"45","bumba001","Bumbry","Al","L","R","BAL","OF"
"46","chevt101","Chevez","Tony","R","R","BAL","P"
"47","crisd102","Criscione","Dave","R","R","BAL","C"
"48","crowt101","Crowley","Terry","L","L","BAL","DH"
"49","dauer001","Dauer","Rich","R","R","BAL","2B"
"50","decid001","DeCinces","Doug","R","R","BAL","3B"
"51","dempr001","Dempsey","Rick","R","R","BAL","C"
"52","dimmm101","Dimmel","Mike","R","R","BAL","OF"
"53","dragd101","Drago","Dick","R","R","BAL","P"
"54","farme101","Farmer","Ed","R","R","BAL","P"
"55","flanm001","Flanagan","Mike","L","L","BAL","P"
"56","garck001","Garcia","Kiko","R","R","BAL","SS"
"57","grimr101","Grimsley","Ross","L","L","BAL","P"
"58","harll101","Harlow","Larry","L","L","BAL","OF"
"59","holdf101","Holdsworth","Fred","R","R","BAL","P"
"60","kellp101","Kelly","Pat","L","L","BAL","OF"
"61","madde101","Maddox","Elliott","R","R","BAL","OF"
