"","Player.ID","Last.Name","First.Name","Bats","Pitches","Team","V7"
"1","alfoe001","Alfonzo","Edgardo","R","R","ANA","3B"
"2","andeg001","Anderson","Garret","L","L","ANA","OF"
"3","aybae001","Aybar","Erick","B","R","ANA","SS"
"4","bootc001","Bootcheck","Chris","R","R","ANA","P"
"5","bulgj001","Bulger","Jason","R","R","ANA","P"
"6","cabro001","Cabrera","Orlando","R","R","ANA","SS"
"7","carrh001","Carrasco","Hector","R","R","ANA","P"
"8","colob001","Colon","Bartolo","R","R","ANA","P"
"9","donnb001","Donnelly","Brendan","R","R","ANA","P"
"10","erstd001","Erstad","Darin","L","L","ANA","OF"
"11","escok001","Escobar","Kelvim","R","R","ANA","P"
"12","figgc001","Figgins","Chone","B","R","ANA","OF"
"13","gregk001","Gregg","Kevin","R","R","ANA","P"
"14","guerv001","Guerrero","Vladimir","R","R","ANA","OF"
"15","iztum001","Izturis","Maicer","B","R","ANA","3B"
"16","joneg001","Jones","Greg","R","R","ANA","P"
"17","kendh001","Kendrick","Howie","R","R","ANA","1B"
"18","kenna001","Kennedy","Adam","L","R","ANA","2B"
"19","kotcc001","Kotchman","Casey","L","L","ANA","1B"
"20","lackj001","Lackey","John","R","R","ANA","P"
"21","mathj001","Mathis","Jeff","R","R","ANA","C"
"22","mcphd001","McPherson","Dallas","L","R","ANA","3B"
"23","molij001","Molina","Jose","R","R","ANA","C"
"24","morak001","Morales","Kendrys","B","R","ANA","1B"
"25","mosed001","Moseley","Dustin","R","R","ANA","P"
"26","murpt001","Murphy","Tommy","B","R","ANA","OF"
"27","napom001","Napoli","Mike","R","R","ANA","C"
"28","pridc001","Pride","Curtis","L","R","ANA","OF"
"29","quinr002","Quinlan","Robb","R","R","ANA","1B"
"30","rivej001","Rivera","Juan","R","R","ANA","OF"
"31","rodrf003","Rodriguez","Francisco","R","R","ANA","P"
"32","romej001","Romero","J.C.","B","L","ANA","P"
"33","salmt001","Salmon","Tim","R","R","ANA","DH"
"34","sante001","Santana","Ervin","R","R","ANA","P"
"35","saunj001","Saunders","Joe","L","L","ANA","P"
"36","shies002","Shields","Scot","R","R","ANA","P"
"37","weavj002","Weaver","Jeff","R","R","ANA","P"
"38","weavj003","Weaver","Jered","R","R","ANA","P"
"39","willr004","Willits","Reggie","B","R","ANA","OF"
"40","yan-e001","Yan","Esteban","R","R","ANA","P"
"41","aquig001","Aquino","Greg","R","R","ARI","P"
"42","bajej001","Bajenaru","Jeff","R","R","ARI","P"
"43","batim001","Batista","Miguel","R","R","ARI","P"
"44","byrne001","Byrnes","Eric","R","R","ARI","OF"
"45","calla001","Callaspo","Alberto","B","R","ARI","SS"
"46","choar001","Choate","Randy","L","L","ARI","P"
"47","clart002","Clark","Tony","B","R","ARI","1B"
"48","counc001","Counsell","Craig","L","R","ARI","SS"
"49","cruzj005","Cruz","Juan","R","R","ARI","P"
"50","daigc001","Daigle","Casey","R","R","ARI","P"
"51","davaj001","DaVanon","Jeff","B","R","ARI","OF"
"52","drews001","Drew","Stephen","L","R","ARI","SS"
"53","easld001","Easley","Damion","R","R","ARI","SS"
"54","estrj001","Estrada","Johnny","B","R","ARI","C"
"55","gonze001","Gonzalez","Edgar","R","R","ARI","P"
"56","gonze002","Gonzalez","Enrique","R","R","ARI","P"
"57","gonzl001","Gonzalez","Luis","L","R","ARI","OF"
"58","greea001","Green","Andy","R","R","ARI","3B"
"59","grees001","Green","Shawn","L","L","ARI","OF"
"60","grimj001","Grimsley","Jason","R","R","ARI","P"
"61","hairs001","Hairston","Scott","R","R","ARI","OF"
"62","hammr001","Hammock","Robby","R","R","ARI","1B"
"63","hernl003","Hernandez","Livan","R","R","ARI","P"
"64","herno001","Hernandez","Orlando","R","R","ARI","P"
"65","hudso001","Hudson","Orlando","B","R","ARI","2B"
"66","jackc002","Jackson","Conor","R","R","ARI","1B"
"67","jarvk001","Jarvis","Kevin","L","R","ARI","P"
"68","julij001","Julio","Jorge","R","R","ARI","P"
"69","koplm001","Koplove","Mike","R","R","ARI","P"
"70","lyonb003","Lyon","Brandon","R","R","ARI","P"
"71","meddb001","Medders","Brandon","R","R","ARI","P"
"72","montm001","Montero","Miguel","L","R","ARI","C"
"73","mulht001","Mulholland","Terry","R","L","ARI","P"
"74","nippd001","Nippert","Dustin","R","R","ARI","P"
"75","ortir001","Ortiz","Russ","R","R","ARI","P"
"76","penat003","Pena","Tony","R","R","ARI","P"
"77","quenc001","Quentin","Carlos","R","R","ARI","OF"
"78","slatd001","Slaten","Doug","L","L","ARI","P"
"79","snydc002","Snyder","Chris","R","R","ARI","C"
"80","tracc001","Tracy","Chad","L","R","ARI","3B"
"81","valvj001","Valverde","Jose","R","R","ARI","P"
"82","vargc001","Vargas","Claudio","R","R","ARI","P"
"83","vizcl001","Vizcaino","Luis","R","R","ARI","P"
"84","webbb001","Webb","Brandon","R","R","ARI","P"
"85","younc004","Young","Chris","R","R","ARI","OF"
"86","aybaw001","Aybar","Willy","B","R","ATL","3B"
"87","baezd001","Baez","Danys","R","R","ATL","P"
"88","barrk001","Barry","Kevin","R","R","ATL","P"
"89","betew001","Betemit","Wilson","B","R","ATL","3B"
"90","boyeb001","Boyer","Blaine","R","R","ATL","P"
"91","corml001","Cormier","Lance","R","R","ATL","P"
"92","davik002","Davies","Kyle","R","R","ATL","P"
"93","devij001","Devine","Joey","R","R","ATL","P"
"94","diazm003","Diaz","Matt","R","R","ATL","OF"
"95","franj004","Francoeur","Jeff","R","R","ATL","OF"
"96","franw001","Franklin","Wayne","L","L","ATL","P"
"97","gilem001","Giles","Marcus","R","R","ATL","2B"
"98","hudst001","Hudson","Tim","R","R","ATL","P"
"99","jamec002","James","Chuck","L","L","ATL","P"
"100","jonea002","Jones","Andruw","R","R","ATL","OF"
"101","jonec004","Jones","Chipper","B","R","ATL","3B"
"102","jordb001","Jordan","Brian","R","R","ATL","1B"
"103","langr002","Langerhans","Ryan","L","L","ATL","OF"
"104","laroa001","LaRoche","Adam","L","L","ATL","1B"
"105","lerea001","Lerew","Anthony","L","R","ATL","P"
"106","mcbrm001","McBride","Macay","L","L","ATL","P"
"107","mccab002","McCann","Brian","L","R","ATL","C"
"108","moylp001","Moylan","Peter","R","R","ATL","P"
"109","orr-p001","Orr","Pete","L","R","ATL","2B"
"110","paroc001","Paronto","Chad","R","R","ATL","P"
"111","penab002","Pena","Brayan","B","R","ATL","C"
"112","penat002","Pena","Tony","R","R","ATL","SS"
"113","pradm001","Prado","Martin","R","R","ATL","2B"
"114","pratt001","Pratt","Todd","R","R","ATL","C"
"115","ramih002","Ramirez","Horacio","L","L","ATL","P"
"116","ray-k001","Ray","Ken","R","R","ATL","P"
"117","reitc001","Reitsma","Chris","R","R","ATL","P"
"118","remlm001","Remlinger","Mike","L","L","ATL","P"
"119","rente001","Renteria","Edgar","R","R","ATL","SS"
"120","shiej001","Shiell","Jason","R","R","ATL","P"
"121","smitt001","Smith","Travis","R","R","ATL","P"
"122","smolj001","Smoltz","John","R","R","ATL","P"
"123","sosaj002","Sosa","Jorge","R","R","ATL","P"
"124","stocp001","Stockman","Phil","R","R","ATL","P"
"125","thomj005","Thomson","John","R","R","ATL","P"
"126","thors001","Thorman","Scott","L","R","ATL","OF"
"127","villo001","Villarreal","Oscar","L","R","ATL","P"
"128","wardd002","Ward","Daryle","L","L","ATL","1B"
"129","wickb001","Wickman","Bob","R","R","ATL","P"
"130","yatet001","Yates","Tyler","R","R","ATL","P"
"131","abrew001","Abreu","Winston","R","R","BAL","P"
"132","ardod001","Ardoin","Danny","R","R","BAL","C"
"133","bedae001","Bedard","Erik","L","L","BAL","P"
"134","bensk001","Benson","Kris","R","R","BAL","P"
"135","birkk001","Birkins","Kurt","L","L","BAL","P"
"136","britc001","Britton","Chris","R","R","BAL","P"
"137","browj003","Brower","Jim","R","R","BAL","P"
"138","burrb001","Burres","Brian","L","L","BAL","P"
"139","byrdt001","Byrdak","Tim","L","L","BAL","P"
"140","cabrd001","Cabrera","Daniel","R","R","BAL","P"
"141","chavr001","Chavez","Raul","R","R","BAL","C"
"142","chenb001","Chen","Bruce","L","L","BAL","P"
"143","clarh001","Clark","Howie","L","R","BAL","3B"
"144","conij001","Conine","Jeff","R","R","BAL","1B"
"145","duboe001","DuBose","Eric","L","L","BAL","P"
"146","faheb001","Fahey","Brandon","L","R","BAL","OF"
"147","fiorj001","Fiorentino","Jeffrey","L","R","BAL","OF"
"148","gibbj002","Gibbons","Jay","L","L","BAL","DH"
"149","gomec001","Gomez","Chris","R","R","BAL","1B"
"150","halaj001","Halama","John","L","L","BAL","P"
"151","hawkl001","Hawkins","LaTroy","R","R","BAL","P"
"152","hernr002","Hernandez","Ramon","R","R","BAL","C"
"153","hoeyj001","Hoey","Jim","R","R","BAL","P"
