"","Player.ID","Last.Name","First.Name","Bats","Pitches","Team","V7"
"1","barkl001","Barker","Len","R","R","ATL","P"
"2","bedrs001","Bedrosian","Steve","R","R","ATL","P"
"3","beneb001","Benedict","Bruce","R","R","ATL","C"
"4","brizt001","Brizzolara","Tony","R","R","ATL","P"
"5","campr001","Camp","Rick","R","R","ATL","P"
"6","chamc001","Chambliss","Chris","L","R","ATL","1B"
"7","daylk001","Dayley","Ken","L","L","ATL","P"
"8","dedmj001","Dedmon","Jeff","L","R","ATL","P"
"9","falcp001","Falcone","Pete","L","L","ATL","P"
"10","forst001","Forster","Terry","L","L","ATL","P"
"11","garbg001","Garber","Gene","R","R","ATL","P"
"12","halla001","Hall","Albert","B","R","ATL","OF"
"13","harpt001","Harper","Terry","R","R","ATL","OF"
"14","hornb001","Horner","Bob","R","R","ATL","3B"
"15","hubbg001","Hubbard","Glenn","R","R","ATL","2B"
"16","johnr001","Johnson","Randy","R","R","ATL","3B"
"17","jorgm001","Jorgensen","Mike","L","L","ATL","1B"
"18","kommb001","Komminsk","Brad","R","R","ATL","OF"
"19","linar001","Linares","Rufino","R","R","ATL","OF"
"20","mahlr001","Mahler","Rick","R","R","ATL","P"
"21","mcmuc001","McMurtry","Craig","R","R","ATL","P"
"22","moord001","Moore","Donnie","L","R","ATL","P"
"23","murpd001","Murphy","Dale","R","R","ATL","OF"
"24","oberk001","Oberkfell","Ken","L","R","ATL","3B"
"25","paynm001","Payne","Mike","R","R","ATL","P"
"26","perep001","Perez","Pascual","R","R","ATL","P"
"27","perrg001","Perry","Gerald","L","R","ATL","1B"
"28","pocob001","Pocoroba","Biff","B","R","ATL","PH"
"29","ramir001","Ramirez","Rafael","R","R","ATL","SS"
"30","roysj001","Royster","Jerry","R","R","ATL","2B"
"31","rungp001","Runge","Paul","R","R","ATL","2B"
"32","sinam001","Sinatro","Matt","R","R","ATL","C"
"33","smitz001","Smith","Zane","L","L","ATL","P"
"34","thomm001","Thompson","Milt","L","R","ATL","OF"
"35","treva001","Trevino","Alex","R","R","ATL","C"
"36","washc001","Washington","Claudell","L","L","ATL","OF"
"37","watsb001","Watson","Bob","R","R","ATL","1B"
"38","zuvep001","Zuvella","Paul","R","R","ATL","2B"
"39","ayalb001","Ayala","Benny","R","R","BAL","DH"
"40","boddm001","Boddicker","Mike","R","R","BAL","P"
"41","browm001","Brown","Mark","B","R","BAL","P"
"42","bumba001","Bumbry","Al","L","R","BAL","OF"
"43","cruzt001","Cruz","Todd","R","R","BAL","3B"
"44","dauer001","Dauer","Rich","R","R","BAL","2B"
"45","davis001","Davis","Storm","R","R","BAL","P"
"46","dempr001","Dempsey","Rick","R","R","BAL","C"
"47","dixok001","Dixon","Ken","B","R","BAL","P"
"48","dwyej001","Dwyer","Jim","L","L","BAL","OF"
"49","flanm001","Flanagan","Mike","L","L","BAL","P"
"50","fordd001","Ford","Dan","R","R","BAL","OF"
"51","grosw001","Gross","Wayne","L","R","BAL","3B"
"52","jackr002","Jackson","Ron","R","R","BAL","3B"
"53","lowej001","Lowenstein","John","L","R","BAL","OF"
"54","martd001","Martinez","Dennis","R","R","BAL","P"
"55","martt001","Martinez","Tippy","L","L","BAL","P"
"56","mcgrs001","McGregor","Scott","B","L","BAL","P"
"57","murre001","Murray","Eddie","B","R","BAL","1B"
"58","nolaj001","Nolan","Joe","L","R","BAL","DH"
"59","pacej001","Pacella","John","R","R","BAL","P"
"60","palmj001","Palmer","Jim","R","R","BAL","P"
"61","rayff001","Rayford","Floyd","R","R","BAL","C"
"62","ripkc001","Ripken","Cal","R","R","BAL","SS"
"63","rodrv001","Rodriguez","Vic","R","R","BAL","2B"
"64","roeng001","Roenicke","Gary","R","R","BAL","OF"
"65","sakal001","Sakata","Lenn","R","R","BAL","2B"
"66","sanco001","Sanchez","Orlando","L","R","BAL","C"
"67","sheel001","Sheets","Larry","L","R","BAL","OF"
"68","shelj001","Shelby","John","B","R","BAL","OF"
"69","singk001","Singleton","Ken","B","R","BAL","DH"
"70","sneln001","Snell","Nate","R","R","BAL","P"
"71","stews001","Stewart","Sammy","R","R","BAL","P"
"72","swagb001","Swaggerty","Bill","R","R","BAL","P"
"73","trabj001","Traber","Jim","L","L","BAL","DH"
"74","undet001","Underwood","Tom","R","L","BAL","P"
"75","younm002","Young","Mike","B","R","BAL","OF"
"76","alleg001","Allenson","Gary","R","R","BOS","C"
"77","armat001","Armas","Tony","R","R","BOS","OF"
"78","barrm001","Barrett","Marty","R","R","BOS","2B"
"79","boggw001","Boggs","Wade","L","R","BOS","3B"
"80","boydo001","Boyd","Oil Can","R","R","BOS","P"
"81","browm003","Brown","Mike","R","R","BOS","P"
"82","buckb001","Buckner","Bill","L","L","BOS","1B"
"83","cleam001","Clear","Mark","R","R","BOS","P"
"84","clemr001","Clemens","Roger","R","R","BOS","P"
"85","craws001","Crawford","Steve","R","R","BOS","P"
